"Story","Title","Result","Date","Stability","Duration (s)"
"Bingo games test","This test will get all default game frequency = 300000","SUCCESS","2020-06-04T16:05:53.191+01:00[Europe/London]","0.0","12.62"
"Bingo games test","This test will verify that the startTime always future timestamp","SUCCESS","2020-06-04T16:06:05.906+01:00[Europe/London]","0.0","0.81"
